entry_id,title_normalized,title_display,media_type,franchise,season_set,part_volume,disc_start,disc_end,disc_count,storage_type,container_name,slot_start,slot_end,location_detail,format,label_raw,title_match_status,tmdb_id,tmdb_media_type,poster_path,release_year,match_confidence,notes,,
A-062-062,the_matrix_revolutions,The Matrix Revolutions,movie,The Matrix,3,,1,1,1,discgear,Container A,62,62,,disc,Matrix: Revolutions,unmatched,,,,,,Single-title franchise entry,,
A-063-063,the_matrix_reloaded,The Matrix Reloaded,movie,The Matrix,2,,1,1,1,discgear,Container A,63,63,,disc,Matrix: Reloaded,unmatched,,,,,,Single-title franchise entry,,
A-064-064,the_matrix,The Matrix,movie,The Matrix,1,,1,1,1,discgear,Container A,64,64,,disc,Matrix,unmatched,,,,,,Single-title franchise entry,,
A-065-065,kingdom_of_heaven,Kingdom of Heaven,movie,,,,1,1,1,discgear,Container A,65,65,,disc,Kingdom of Heaven,unmatched,,,,,,Single-title entry,,
A-066-066,joan_of_arc,Joan of Arc,tv,,,,1,1,1,discgear,Container A,66,66,,disc,Joan of Arc,unmatched,,,,,high,Leelee Sobieski miniseries,,
A-067-067,gladiator,Gladiator,movie,,,,1,1,1,discgear,Container A,67,67,,disc,Gladiator,unmatched,,,,,,Single-title entry,,
A-068-068,big_fish,Big Fish,movie,,,,1,1,1,discgear,Container A,68,68,,disc,Big Fish,unmatched,,,,,,Single-title entry,,
A-069-069,troy,Troy,movie,,,,1,1,1,discgear,Container A,69,69,,disc,Troy,unmatched,,,,,,Single-title entry,,
A-070-070,a_beautiful_mind,A Beautiful Mind,movie,,,,1,1,1,discgear,Container A,70,70,,disc,A Beautiful Mind,unmatched,,,,,,Single-title entry,,
A-071-071,the_mummy_returns,The Mummy Returns,movie,The Mummy,2,,1,1,1,discgear,Container A,71,71,,disc,Mummy Returns,unmatched,,,,,,Brendan Fraser series,,
A-072-072,the_mummy,The Mummy,movie,The Mummy,1,,1,1,1,discgear,Container A,72,72,,disc,Mummy,unmatched,,,,,,Brendan Fraser series,,
A-073-073,king_arthur,King Arthur,movie,,,,1,1,1,discgear,Container A,73,73,,disc,King Arthur,unmatched,,,,,high,Clive Owen version,,
A-074-074,equilibrium,Equilibrium,movie,,,,1,1,1,discgear,Container A,74,74,,disc,Equilibrium,unmatched,,,,,,Single-title entry,,
A-075-075,coming_to_america,Coming to America,movie,,,,1,1,1,discgear,Container A,75,75,,disc,Coming to America,unmatched,,,,,,Single-title entry,,
A-076-076,highlander,Highlander,movie,Highlander,,,1,1,1,discgear,Container A,76,76,,disc,Highlander,unmatched,,,,,,Single-title entry,,
A-077-077,van_helsing,Van Helsing,movie,,,,1,1,1,discgear,Container A,77,77,,disc,Van Helsing,unmatched,,,,,,Single-title entry,,
A-078-078,bram_stokers_dracula,Bram Stoker's Dracula,movie,,,,1,1,1,discgear,Container A,78,78,,disc,Dracula,unmatched,,,,,high,Confirmed Bram Stoker version,,
A-079-079,the_13th_warrior,The 13th Warrior,movie,,,,1,1,1,discgear,Container A,79,79,,disc,"13th Warrior, The",unmatched,,,,,,Canonical title normalized,,
A-080-080,supergirl,Supergirl,movie,Superman,,,1,1,1,discgear,Container A,80,80,,disc,Supergirl,unmatched,,,,,,Single-title entry,,
A-081-081,stealth,Stealth,movie,,,,1,1,1,discgear,Container A,81,81,,disc,Stealth,unmatched,,,,,,Single-title entry,,
A-082-082,the_phantom_of_the_opera_2004,The Phantom of the Opera,movie,,,,1,1,1,discgear,Container A,82,82,,disc,Phantom of the Opera,unmatched,,,,,high,2004 Gerard Butler version,,
A-083-083,the_sound_of_music,The Sound of Music,movie,,,,1,1,1,discgear,Container A,83,83,,disc,Sound of Music,unmatched,,,,,,Single-title entry,,
A-084-084,the_princess_bride,The Princess Bride,movie,,,,1,1,1,discgear,Container A,84,84,,disc,Princess Bride,unmatched,,,,,,Single-title entry,,
A-085-085,the_neverending_story,The NeverEnding Story,movie,,,,1,1,1,discgear,Container A,85,85,,disc,Neverending Story,unmatched,,,,,,Canonical capitalization normalized,,
A-086-086,red_eye,Red Eye,movie,,,,1,1,1,discgear,Container A,86,86,,disc,Red Eye,unmatched,,,,,,Single-title entry,,
A-087-087,shrek_2,Shrek 2,movie,Shrek,2,,1,1,1,discgear,Container A,87,87,,disc,Shrek 2,unmatched,,,,,,Single-title franchise entry,,
A-088-088,shrek,Shrek,movie,Shrek,1,,1,1,1,discgear,Container A,88,88,,disc,Shrek,unmatched,,,,,,Single-title franchise entry,,
A-089-089,willow,Willow,movie,,,,1,1,1,discgear,Container A,89,89,,disc,Willow,unmatched,,,,,,Single-title entry,,
A-090-090,a_knights_tale,A Knight's Tale,movie,,,,1,1,1,discgear,Container A,90,90,,disc,"Knights Tale, A",unmatched,,,,,,Canonical title normalized,,
A-091-091,dungeons_and_dragons,Dungeons & Dragons,movie,,,,1,1,1,discgear,Container A,91,91,,disc,Dungeons & Dragons,unmatched,,,,,high,2000 film with Thora Birch,,
A-092-092,the_abyss,The Abyss,movie,,,,1,1,1,discgear,Container A,92,92,,disc,"Abyss, The",unmatched,,,,,,Canonical title normalized,,
A-093-093,the_legend_of_zorro,The Legend of Zorro,movie,Zorro,2,,1,1,1,discgear,Container A,93,93,,disc,"Zorro, The Legend of",unmatched,,,,,,Single-title franchise entry,,
A-094-094,the_mask_of_zorro,The Mask of Zorro,movie,Zorro,1,,1,1,1,discgear,Container A,94,94,,disc,"Zorro, The Mask of",unmatched,,,,,,Single-title franchise entry,,
A-095-095,final_fantasy_the_spirits_within,Final Fantasy: The Spirits Within,movie,Final Fantasy,,,1,1,1,discgear,Container A,95,95,,disc,Final Fantasy: The Spirits Within,unmatched,,,,,,Single-title entry,,
A-096-096,the_hitchhikers_guide_to_the_galaxy,The Hitchhiker's Guide to the Galaxy,movie,,,,1,1,1,discgear,Container A,96,96,,disc,Hitchhikers Guide to the Galaxy,unmatched,,,,,,Canonical punctuation normalized,,
A-097-097,hook,Hook,movie,,,,1,1,1,discgear,Container A,97,97,,disc,Hook,unmatched,,,,,,Single-title entry,,
A-098-098,pleasantville,Pleasantville,movie,,,,1,1,1,discgear,Container A,98,98,,disc,Pleasantville,unmatched,,,,,,Single-title entry,,
A-099-099,freddys_dead_the_final_nightmare,Freddy's Dead: The Final Nightmare,movie,A Nightmare on Elm Street,,,1,1,1,discgear,Container A,99,99,,disc,Freddy's Dead: The Final Nightmare,unmatched,,,,,,Single-title franchise entry,,
A-100-100,fantastic_four_2005,Fantastic Four,movie,Fantastic Four,,,1,1,1,discgear,Container A,100,100,,disc,"Fantastic Four, The",unmatched,,,,,high,2005 film,,
,,Future Sport,Future Sport,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Future Sport,matched,,,,,high,Handwritten disc label,
,,Collateral,Collateral,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Collateral,matched,,,,,medium,Handwritten disc label; disc 1 may say main movie,
,,Post Impact,Post Impact,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Post Impact,matched,,,,,high,Handwritten disc label,
,,Collateral,Collateral,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Collateral,matched,,,,,medium,Handwritten disc label; may be special features or disc 2,
,,Exorcist: The Beginning,Exorcist: The Beginning,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Exorcist: The Beginning,matched,,,,,high,Handwritten disc label,
,,Eagles: Hell Freezes Over,Eagles: Hell Freezes Over,music,,,,,,,binder,Binder 1,,,handwritten disc,disc,Eagles: Hell Freezes Over,matched,,,,,high,Handwritten disc label,
,,Garden State,Garden State,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Garden State,matched,,,,,high,Handwritten disc label,
,,Alice Through the Looking Glass,Alice Through the Looking Glass,movie,Disney,,,,,,binder,Binder 1,,,handwritten disc,disc,Alice Through the Looking Glass,matched,,,,,high,Handwritten disc label,
,,Shark Tale,Shark Tale,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Shark Tale,matched,,,,,high,Handwritten disc label,
,,Suspect Zero,Suspect Zero,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Suspect Zero,matched,,,,,high,Handwritten disc label,
,,Hart's War,Hart's War,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Hart's War,matched,,,,,high,Handwritten disc label,
,,The Corruptor,The Corruptor,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,The Corruptor,matched,,,,,high,Handwritten disc label,
,,Eko Eko Azarak II: Birth of the Wizard,Eko Eko Azarak II: Birth of the Wizard,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Eko Eko Azarak II Birth of the Wizard,matched,,,,,medium,Handwritten disc label,
,,De-Lovely,De-Lovely,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,De-Lovely,matched,,,,,high,Handwritten disc label,
,,"Spring, Summer, Fall, Winter... and Spring","Spring, Summer, Fall, Winter... and Spring",movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,"Spring, Summer Fall Winter... and Spring",matched,,,,,high,Handwritten disc label,
,,The Roman Spring of Mrs. Stone,The Roman Spring of Mrs. Stone,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,The Roman Spring of Mrs. Stone,matched,,,,,high,Handwritten disc label,
,,Domestic Disturbance,Domestic Disturbance,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Domestic Disturbance,matched,,,,,high,Handwritten disc label,
,,Just Cause,Just Cause,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Just Cause,matched,,,,,high,Handwritten disc label,
,,New York Minute,New York Minute,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,New York Minute,matched,,,,,high,Handwritten disc label,
,,Epoch: Evolution,Epoch: Evolution,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Epoch: Evolution,matched,,,,,high,Handwritten disc label,
,,Surviving Christmas,Surviving Christmas,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Surviving Christmas,matched,,,,,high,Handwritten disc label,
,,The Alamo,The Alamo,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,The Alamo,matched,,,,,high,Handwritten disc label,
,,Species III,Species III,movie,Species,,,,,,binder,Binder 1,,,handwritten disc,disc,Species 3,matched,,,,,high,Handwritten disc label,
,,Mary Reilly,Mary Reilly,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Mary Reilly,matched,,,,,high,Handwritten disc label,
,,Greenfingers,Greenfingers,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Greenfingers,matched,,,,,high,Handwritten disc label,
,,The Reckoning,The Reckoning,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,The Reckoning,matched,,,,,high,Handwritten disc label,
,,Dark Queen,Dark Queen,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Dark Queen,uncertain,,,,,low,Handwritten disc label; title uncertain,
,,Blue Juice,Blue Juice,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Blue Juice,matched,,,,,high,Handwritten disc label,
,,Freejack,Freejack,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Freejack,matched,,,,,high,Handwritten disc label,
,,Shallow Grave,Shallow Grave,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Shallow Grave,matched,,,,,high,Handwritten disc label,
,,I'll Sleep When I'm Dead,I'll Sleep When I'm Dead,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,I'll Sleep When I'm Dead,matched,,,,,high,Handwritten disc label,
,,River's Edge,River's Edge,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,River's Edge,matched,,,,,high,Handwritten disc label,
,,The Passion of the Christ,The Passion of the Christ,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,The Passion of the Christ,matched,,,,,high,Handwritten disc label,
,,Frequency,Frequency,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Frequency,matched,,,,,high,Handwritten disc label,
,,Highwaymen,Highwaymen,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Highwaymen,matched,,,,,high,Handwritten disc label,
,,American Outlaws,American Outlaws,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,American Outlaws,matched,,,,,high,Handwritten disc label,
,,The Forgotten,The Forgotten,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,The Forgotten,matched,,,,,high,Handwritten disc label,
,,The Ladykillers,The Ladykillers,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,The Lady Killers,matched,,,,,high,Handwritten disc label,
,,Derailed,Derailed,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Derailed,matched,,,,,high,Handwritten disc label,
,,Rabbit-Proof Fence,Rabbit-Proof Fence,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Rabbit-Proof Fence,matched,,,,,high,Handwritten disc label,
,,First to Die,First to Die,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,First to Die disc 1,matched,,,,,high,Handwritten disc label; disc 1,
,,The New Girl,The New Girl,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,The New Girl,matched,,,,,high,Handwritten disc label,
,,First to Die,First to Die,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,First to Die disc 2,matched,,,,,high,Handwritten disc label; disc 2,
,,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,movie,The Lord of the Rings,,,,,,binder,Binder 1,,,handwritten disc,disc,The Return of the King The Lord of the Rings,matched,,,,,high,Handwritten disc label,
,,Le Divorce,Le Divorce,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Le Divorce,matched,,,,,high,Handwritten disc label,
,,Into the Sun,Into the Sun,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Into the Sun,matched,,,,,high,Handwritten disc label,
,,Die Another Day,Die Another Day,movie,James Bond,,,,,,binder,Binder 1,,,handwritten disc,disc,Die Another Day,matched,,,,,high,Handwritten disc label; 007 noted on disc,
,,Behind Enemy Lines,Behind Enemy Lines,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Behind Enemy Lines,matched,,,,,high,Handwritten disc label,
,,Ned Kelly,Ned Kelly,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Ned Kelly,matched,,,,,high,Handwritten disc label,
,,Dogville,Dogville,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Dogville,matched,,,,,high,Handwritten disc label,
,,Dogville,Dogville,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Dogville disc 2,matched,,,,,high,Handwritten disc label; disc 2,
,,Outland,Outland,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Outland,matched,,,,,high,Handwritten disc label,
,,Eye See You,Eye See You,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Eye See You,matched,,,,,medium,Handwritten disc label,
,,U Turn,U Turn,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Uturn,matched,,,,,medium,Handwritten disc label,
,,The Glimmer Man,The Glimmer Man,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,The Glimmer Man,matched,,,,,high,Handwritten disc label,
,,A Home at the End of the World,A Home at the End of the World,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,A Home at the End of The World,matched,,,,,high,Handwritten disc label,
,,Global Effect,Global Effect,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Global Effect,matched,,,,,high,Handwritten disc label,
,,Empire,Empire,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Empire Two worlds collide,uncertain,,,,,low,Handwritten disc label; may read Empire: Two Worlds Collide,
,,2009: Lost Memories,2009: Lost Memories,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,2009 Lost Memories,matched,,,,,high,Handwritten disc label,
,,Freeway,Freeway,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Freeway,matched,,,,,high,Handwritten disc label,
,,Nightwatch,Nightwatch,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Night watch,matched,,,,,medium,Handwritten disc label,
,,Deep Rising,Deep Rising,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Deep Rising,matched,,,,,high,Handwritten disc label,
,,Shaolin Soccer,Shaolin Soccer,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Shaolin Soccer,matched,,,,,high,Handwritten disc label,
,,Before Sunrise,Before Sunrise,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Before Sunrise,matched,,,,,high,Handwritten disc label,
,,Leo,Leo,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Leo,uncertain,,,,,low,Handwritten disc label; title may need verification,
,,Sideways,Sideways,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Sideways,matched,,,,,high,Handwritten disc label,
,,Assassination Tango,Assassination Tango,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Assassination Tango,matched,,,,,high,Handwritten disc label,
,,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,movie,Harry Potter,,,,,,binder,Binder 1,,,handwritten disc,disc,Harry Potter and the Sorcerer's Stone,matched,,,,,high,Handwritten disc label,
,,The Dark Half,The Dark Half,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,The Dark Half,matched,,,,,high,Handwritten disc label,
,,Iron Monkey: Unmask the Legend,Iron Monkey: Unmask the Legend,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Iron Monkey Unmask the Legend,matched,,,,,medium,Handwritten disc label,
,,Cult of Fury,Cult of Fury,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Cult of Fury,uncertain,,,,,low,Handwritten disc label; title may need verification,
,,Angel of Death,Angel of Death,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Angel of Death,matched,,,,,high,Handwritten disc label,
,,Druids,Druids,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Druids,matched,,,,,high,Handwritten disc label,
,,Bottle Rocket,Bottle Rocket,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Bottle Rocket,matched,,,,,high,Handwritten disc label,
,,A Price Above Rubies,A Price Above Rubies,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,A Price Above Rubies,matched,,,,,high,Handwritten disc label,
,,Fled,Fled,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Fled,matched,,,,,high,Handwritten disc label,
,,The Prisoner,The Prisoner,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,The Prisoner,matched,,,,,medium,Handwritten disc label,
,,The Hunter's Moon,The Hunter's Moon,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,The Hunter's Moon,matched,,,,,medium,Handwritten disc label,
,,Dead Bang,Dead Bang,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Dead-Bang,matched,,,,,high,Handwritten disc label,
,,Control,Control,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Control,matched,,,,,medium,Handwritten disc label,
,,Training Day,Training Day,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Training Day,matched,,,,,high,Handwritten disc label,
,,Someone Like You,Someone Like You,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Someone Like You,matched,,,,,high,Handwritten disc label,
,,Never Die Alone,Never Die Alone,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Never Die Alone,matched,,,,,high,Handwritten disc label,
,,Black Mask,Black Mask,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Black Mask,matched,,,,,high,Handwritten disc label,
,,"I, Robot","I, Robot",movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,"I, Robot",matched,,,,,high,Handwritten disc label,
,,The Door in the Floor,The Door in the Floor,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,The Door In the Floor,matched,,,,,high,Handwritten disc label,
,,The Real McCoy,The Real McCoy,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,The Real McCoy,matched,,,,,high,Handwritten disc label,
,,City of Angels,City of Angels,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,City of Angels,matched,,,,,high,Handwritten disc label,
,,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,movie,The Lord of the Rings,,,1,1,1,binder,Binder 1,,,handwritten disc,disc,The Lord of the Rings: The Return of the King Extended Edition disc 1,matched,,,,,high,Handwritten disc label; Extended Edition disc 1,
,,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,movie,The Lord of the Rings,,,2,2,2,binder,Binder 1,,,handwritten disc,disc,The Lord of the Rings: The Return of the King Extended Edition disc 2,matched,,,,,high,Handwritten disc label; Extended Edition disc 2,
,,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,movie,The Lord of the Rings,,,5,5,5,binder,Binder 1,,,handwritten disc,disc,The Return of the King The Appendices Part 5: The War of the Ring,matched,,,,,high,Handwritten disc label; Appendices Part 5: The War of the Ring,
,,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,movie,The Lord of the Rings,,,6,6,6,binder,Binder 1,,,handwritten disc,disc,The Return of the King The Appendices Part 6: The Passing of an Age,matched,,,,,high,Handwritten disc label; Appendices Part 6: The Passing of an Age,
,,A.I. Artificial Intelligence,A.I. Artificial Intelligence,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,A.I. Artificial Intelligence disc 1,matched,,,,,high,Handwritten disc label; disc 1,
,,Confessions of a Dangerous Mind,Confessions of a Dangerous Mind,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Confessions of Dangerous Mind,matched,,,,,medium,Handwritten disc label; normalized title includes 'a',
,,A.I. Artificial Intelligence,A.I. Artificial Intelligence,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,AI Artificial Intelligence disc 2,matched,,,,,high,Handwritten disc label; disc 2,
,,A.I. Artificial Intelligence,A.I. Artificial Intelligence,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,AI Artificial Intelligence special features,matched,,,,,medium,Handwritten disc label; likely special features disc,
,,Proof of Life,Proof of Life,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Proof of Life,matched,,,,,high,Handwritten disc label,
,,Emma,Emma,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Emma,matched,,,,,medium,Handwritten disc label; exact adaptation/year not specified,
,,Drowning Mona,Drowning Mona,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Drowning Mona,matched,,,,,high,Handwritten disc label,
,,In the Cut,In the Cut,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,In the Cut,matched,,,,,high,Handwritten disc label,
,,Paparazzi,Paparazzi,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Paparazzi,matched,,,,,high,Handwritten disc label,
,,Westender,Westender,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Westender,matched,,,,,medium,Handwritten disc label,
,,Never Talk to Strangers,Never Talk to Strangers,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Never Talk to Strangers,matched,,,,,high,Handwritten disc label,
,,The Enemy,The Enemy,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,The Enemy,uncertain,,,,,low,Handwritten disc label; generic title may need verification,
,,Sleepers,Sleepers,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Sleepers,matched,,,,,high,Handwritten disc label,
,,Bells of Innocence,Bells of Innocence,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Bells of Innocence,matched,,,,,high,Handwritten disc label,
,,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,movie,The Lord of the Rings,,,,,,binder,Binder 1,,,handwritten disc,disc,The Lord of the Rings: The Return of the King Special Features,matched,,,,,high,Handwritten disc label; special features disc,
,,Wake of Death,Wake of Death,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Wake of Death,matched,,,,,high,Handwritten disc label,
,,Analyze This,Analyze This,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Analyze This,matched,,,,,high,Handwritten disc label,
,,Lessons for an Assassin,Lessons for an Assassin,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Lessons for an Assassin,matched,,,,,high,Handwritten disc label,
,,The SpongeBob SquarePants Movie,The SpongeBob SquarePants Movie,movie,SpongeBob SquarePants,,,,,,binder,Binder 1,,,handwritten disc,disc,The SpongeBob Squarepants Movie,matched,,,,,high,Handwritten disc label,
,,The Tesseract,The Tesseract,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,The Tesseract,matched,,,,,high,Handwritten disc label,
,,The Job,The Job,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,The Job,uncertain,,,,,low,Handwritten disc label; generic title may need verification,
,,After the Sunset,After the Sunset,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,After the Sunset,matched,,,,,high,Handwritten disc label,
,,Escape from L.A.,Escape from L.A.,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Escape from L.A.,matched,,,,,high,Handwritten disc label,
,,13 Moons,13 Moons,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,13 Moons,matched,,,,,high,Handwritten disc label,
,,The Eliminator,The Eliminator,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,The Eliminator,uncertain,,,,,low,Handwritten disc label; title may need verification,
,,The Nest,The Nest,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,The Nest,matched,,,,,medium,Handwritten disc label,
,,Pancho Villa,Pancho Villa,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Pancho Villa,matched,,,,,medium,Handwritten disc label,
,,Napoleon Dynamite,Napoleon Dynamite,movie,,,,,,,binder,Binder 1,,,handwritten disc,disc,Napoleon Dynamite,matched,,,,,high,Handwritten disc label,
,,Game of Thrones: The Complete First Season,Game of Thrones: The Complete First Season,tv,Game of Thrones,Season 1,,,,drawer,Drawer,,,drawer,,Game of Thrones: The Complete First Season,matched,,,,,high,,,
,,Game of Thrones: The Complete Second Season,Game of Thrones: The Complete Second Season,tv,Game of Thrones,Season 2,,,,drawer,Drawer,,,drawer,,Game of Thrones: The Complete Second Season,matched,,,,,high,,,
,,Game of Thrones: The Complete Third Season,Game of Thrones: The Complete Third Season,tv,Game of Thrones,Season 3,,,,drawer,Drawer,,,drawer,,Game of Thrones: The Complete Third Season,matched,,,,,high,,,
,,Game of Thrones: The Complete Fourth Season,Game of Thrones: The Complete Fourth Season,tv,Game of Thrones,Season 4,,,,drawer,Drawer,,,drawer,,Game of Thrones: The Complete Fourth Season,matched,,,,,high,,,
,,Game of Thrones: The Complete Fifth Season,Game of Thrones: The Complete Fifth Season,tv,Game of Thrones,Season 5,,,,drawer,Drawer,,,drawer,,Game of Thrones: The Complete Fifth Season,matched,,,,,high,,,
,,Game of Thrones: The Complete Seventh Season,Game of Thrones: The Complete Seventh Season,tv,Game of Thrones,Season 7,,,,drawer,Drawer,,,drawer,,Game of Thrones: The Complete Seventh Season,matched,,,,,high,,,
,,Firefly: The Complete Series,Firefly: The Complete Series,tv,Firefly,Complete Series,,,,drawer,Drawer,,,drawer,,Firefly: The Complete Series,matched,,,,,high,,,
,,"The Complete Scooby-Doo, Where Are You! Collection","The Complete Scooby-Doo, Where Are You! Collection",tv,Scooby-Doo,Complete Series,,,,drawer,Drawer,,,drawer,,"The Complete Scooby-Doo, Where Are You! Collection",matched,,,,,high,,,
,,Star Wars: Episode I - The Phantom Menace,Star Wars: Episode I - The Phantom Menace,movie,Star Wars,,,,,,drawer,Drawer,,,drawer,,Star Wars: Episode I - The Phantom Menace,matched,,,,,high,From Star Wars: The Complete Saga Blu-ray set,
,,Star Wars: Episode II - Attack of the Clones,Star Wars: Episode II - Attack of the Clones,movie,Star Wars,,,,,,drawer,Drawer,,,drawer,,Star Wars: Episode II - Attack of the Clones,matched,,,,,high,From Star Wars: The Complete Saga Blu-ray set,
